GESTION;2018;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Enseignement scolaire;214;8;23;Prestations sociales et allocations diverses;3 778 584;3 770 683;3 778 584;3 770 683
Enseignement scolaire;214;8;31;Dépenses de fonctionnement autres que celles de personnel;304 591 801;368 267 172;311 765 207;329 099 864
Enseignement scolaire;214;8;51;Dépenses pour immobilisations corporelles de l’État;24 028 147;129 606 047;33 889 808;98 296 075
Enseignement scolaire;214;8;63;Transferts aux collectivités territoriales;;2 500 000;;2 500 000
Enseignement scolaire;214;9;21;Rémunérations d’activité;104 560 061;106 236 425;104 560 061;106 236 425
Enseignement scolaire;214;9;22;Cotisations et contributions sociales;65 040 955;66 289 041;65 040 955;66 289 041
Enseignement scolaire;214;9;23;Prestations sociales et allocations diverses;1 367 524;1 355 202;1 367 524;1 355 202
Enseignement scolaire;214;9;31;Dépenses de fonctionnement autres que celles de personnel;27 600 000;29 100 000;27 600 000;29 100 000
Enseignement scolaire;214;10;61;Transferts aux ménages;3 322 845;;3 322 845;
Enseignement scolaire;214;10;63;Transferts aux collectivités territoriales;;3 322 845;;3 322 845
Enseignement scolaire;230;1;21;Rémunérations d’activité;634 045 417;657 989 871;634 045 417;657 989 871
Enseignement scolaire;230;1;22;Cotisations et contributions sociales;404 519 099;413 142 723;404 519 099;413 142 723
Enseignement scolaire;230;1;23;Prestations sociales et allocations diverses;11 737 008;11 466 296;11 737 008;11 466 296
Enseignement scolaire;230;1;31;Dépenses de fonctionnement autres que celles de personnel;24 000 400;20 530 000;24 000 400;20 530 000
Enseignement scolaire;230;1;63;Transferts aux collectivités territoriales;1 304 997 983;1 378 867 680;1 304 997 983;1 378 867 680
Enseignement scolaire;230;1;64;Transferts aux autres collectivités;244 380;0;244 380;0
Enseignement scolaire;230;2;21;Rémunérations d’activité;295 869 812;306 502 235;295 869 812;306 502 235
Enseignement scolaire;230;2;22;Cotisations et contributions sociales;186 853 096;190 697 992;186 853 096;190 697 992
Enseignement scolaire;230;2;23;Prestations sociales et allocations diverses;5 089 525;4 972 136;5 089 525;4 972 136
Enseignement scolaire;230;2;31;Dépenses de fonctionnement autres que celles de personnel;2 400 000;2 400 000;2 400 000;2 400 000
Enseignement scolaire;230;2;63;Transferts aux collectivités territoriales;2 790 296;2 790 296;2 790 296;2 790 296
Enseignement scolaire;230;3;21;Rémunérations d’activité;196 974 841;484 283 698;196 974 841;484 283 698
Enseignement scolaire;230;3;22;Cotisations et contributions sociales;116 203 417;216 158 168;116 203 417;216 158 168
Enseignement scolaire;230;3;23;Prestations sociales et allocations diverses;19 176;19 176;19 176;19 176
Enseignement scolaire;230;3;31;Dépenses de fonctionnement autres que celles de personnel;25 291 100;30 511 006;25 291 100;30 511 006
Enseignement scolaire;230;3;63;Transferts aux collectivités territoriales;460 629 166;431 821 591;460 629 166;431 821 591
Enseignement scolaire;230;3;64;Transferts aux autres collectivités;3 500;0;3 500;0
Enseignement scolaire;230;4;21;Rémunérations d’activité;104 114 037;108 971 056;104 114 037;108 971 056
Enseignement scolaire;230;4;22;Cotisations et contributions sociales;65 899 213;68 104 058;65 899 213;68 104 058
Enseignement scolaire;230;4;23;Prestations sociales et allocations diverses;1 796 447;1 755 013;1 796 447;1 755 013
Enseignement scolaire;230;4;31;Dépenses de fonctionnement autres que celles de personnel;1 400 000;1 400 000;1 400 000;1 400 000
Enseignement scolaire;230;4;61;Transferts aux ménages;642 254 748;701 228 841;642 254 748;701 228 841
Enseignement scolaire;230;4;64;Transferts aux autres collectivités;29 000;0;29 000;0
Enseignement scolaire;230;5;21;Rémunérations d’activité;22 952 804;23 694 241;22 952 804;23 694 241
Enseignement scolaire;230;5;22;Cotisations et contributions sociales;13 272 913;13 483 460;13 272 913;13 483 460
Enseignement scolaire;230;5;23;Prestations sociales et allocations diverses;422 760;413 009;422 760;413 009
Enseignement scolaire;230;5;63;Transferts aux collectivités territoriales;17 019 584;17 913 886;17 019 584;17 913 886
Enseignement scolaire;230;6;63;Transferts aux collectivités territoriales;388 960 383;255 069 894;388 960 383;255 069 894
Enseignement scolaire;230;6;64;Transferts aux autres collectivités;144 248 281;68 977 692;67 117 031;68 977 692
Gestion des finances publiques et des ressources humaines;148;1;21;Rémunérations d’activité;190 200;190 200;190 200;190 200
Gestion des finances publiques et des ressources humaines;148;1;22;Cotisations et contributions sociales;9 800;9 800;9 800;9 800
Gestion des finances publiques et des ressources humaines;148;1;31;Dépenses de fonctionnement autres que celles de personnel;3 868 136;2 233 500;3 868 136;2 233 500
Gestion des finances publiques et des ressources humaines;148;1;32;Subventions pour charges de service public;72 783 381;76 285 868;72 783 381;76 285 868
Gestion des finances publiques et des ressources humaines;148;1;61;Transferts aux ménages;3 400 000;3 000 000;3 400 000;3 000 000
Gestion des finances publiques et des ressources humaines;148;1;64;Transferts aux autres collectivités;2 878 483;2 678 483;2 878 483;2 678 483
Gestion des finances publiques et des ressources humaines;148;2;31;Dépenses de fonctionnement autres que celles de personnel;113 815 387;112 517 864;114 543 836;112 617 739
Gestion des finances publiques et des ressources humaines;148;2;51;Dépenses pour immobilisations corporelles de l’État;8 194 498;6 856 375;7 466 049;6 700 000
Gestion des finances publiques et des ressources humaines;148;2;61;Transferts aux ménages;2 216 573;500 000;2 216 573;500 000
Gestion des finances publiques et des ressources humaines;148;3;21;Rémunérations d’activité;32 786 573;29 800 000;32 786 573;29 800 000
Gestion des finances publiques et des ressources humaines;148;3;31;Dépenses de fonctionnement autres que celles de personnel;;5 041 969;;5 098 469
Gestion des finances publiques et des ressources humaines;156;1;21;Rémunérations d’activité;64 010 188;64 569 671;64 010 188;64 569 671
Gestion des finances publiques et des ressources humaines;156;1;22;Cotisations et contributions sociales;41 414 001;42 003 220;41 414 001;42 003 220
Gestion des finances publiques et des ressources humaines;156;1;23;Prestations sociales et allocations diverses;287 114;268 821;287 114;268 821
Gestion des finances publiques et des ressources humaines;156;1;31;Dépenses de fonctionnement autres que celles de personnel;5 600 000;6 850 000;9 200 000;10 500 000
Gestion des finances publiques et des ressources humaines;156;2;21;Rémunérations d’activité;981 885 261;955 911 127;981 885 261;955 911 127
Gestion des finances publiques et des ressources humaines;156;2;22;Cotisations et contributions sociales;635 270 700;621 829 795;635 270 700;621 829 795
Gestion des finances publiques et des ressources humaines;156;2;23;Prestations sociales et allocations diverses;4 404 197;3 979 710;4 404 197;3 979 710
Gestion des finances publiques et des ressources humaines;156;2;31;Dépenses de fonctionnement autres que celles de personnel;50 440 000;46 245 000;52 660 000;52 735 000
Gestion des finances publiques et des ressources humaines;156;2;52;Dépenses pour immobilisations incorporelles de l’État;10 200 000;8 680 000;7 230 000;7 092 000
Gestion des finances publiques et des ressources humaines;156;3;21;Rémunérations d’activité;1 286 802 877;1 267 791 505;1 286 802 877;1 267 791 505
Gestion des finances publiques et des ressources humaines;156;3;22;Cotisations et contributions sociales;832 549 583;824 711 115;832 549 583;824 711 115
Gestion des finances publiques et des ressources humaines;156;3;23;Prestations sociales et allocations diverses;5 771 890;5 278 150;5 771 890;5 278 150
Gestion des finances publiques et des ressources humaines;156;3;31;Dépenses de fonctionnement autres que celles de personnel;85 360 000;83 900 000;82 290 000;81 350 000
Gestion des finances publiques et des ressources humaines;156;3;51;Dépenses pour immobilisations corporelles de l’État;161 336;;;36 000
Gestion des finances publiques et des ressources humaines;156;3;52;Dépenses pour immobilisations incorporelles de l’État;2 083 664;4 870 000;1 270 000;2 776 000
Gestion des finances publiques et des ressources humaines;156;5;21;Rémunérations d’activité;434 534 063;422 308 668;434 534 063;422 308 668
Gestion des finances publiques et des ressources humaines;156;5;22;Cotisations et contributions sociales;281 139 528;274 716 032;281 139 528;274 716 032
Gestion des finances publiques et des ressources humaines;156;5;23;Prestations sociales et allocations diverses;1 949 081;1 758 182;1 949 081;1 758 182
Gestion des finances publiques et des ressources humaines;156;5;31;Dépenses de fonctionnement autres que celles de personnel;10 500 000;13 110 000;11 560 000;12 460 000
Gestion des finances publiques et des ressources humaines;156;5;52;Dépenses pour immobilisations incorporelles de l’État;1 950 000;4 840 000;260 000;4 600 000
Gestion des finances publiques et des ressources humaines;156;6;21;Rémunérations d’activité;35 210 822;34 884 572;35 210 822;34 884 572
Gestion des finances publiques et des ressources humaines;156;6;22;Cotisations et contributions sociales;22 781 077;22 692 765;22 781 077;22 692 765
Gestion des finances publiques et des ressources humaines;156;6;23;Prestations sociales et allocations diverses;157 936;145 234;157 936;145 234
Gestion des finances publiques et des ressources humaines;156;6;31;Dépenses de fonctionnement autres que celles de personnel;4 450 000;5 100 000;4 450 000;5 100 000
Gestion des finances publiques et des ressources humaines;156;6;52;Dépenses pour immobilisations incorporelles de l’État;800 000;800 000;800 000;800 000
Gestion des finances publiques et des ressources humaines;156;6;64;Transferts aux autres collectivités;750 000;;750 000;
Gestion des finances publiques et des ressources humaines;156;7;21;Rémunérations d’activité;809 354 555;795 925 627;809 354 555;795 925 627
Gestion des finances publiques et des ressources humaines;156;7;22;Cotisations et contributions sociales;523 644 926;517 757 619;523 644 926;517 757 619
Gestion des finances publiques et des ressources humaines;156;7;23;Prestations sociales et allocations diverses;3 630 319;3 313 648;3 630 319;3 313 648
Gestion des finances publiques et des ressources humaines;156;7;31;Dépenses de fonctionnement autres que celles de personnel;26 160 000;25 190 000;23 680 000;25 490 000
Gestion des finances publiques et des ressources humaines;156;7;51;Dépenses pour immobilisations corporelles de l’État;417 446;;0;367 000
Gestion des finances publiques et des ressources humaines;156;7;52;Dépenses pour immobilisations incorporelles de l’État;602 554;431 000;130 000;320 000
Gestion des finances publiques et des ressources humaines;156;8;21;Rémunérations d’activité;34 252 060;32 134 276;34 252 060;32 134 276
Gestion des finances publiques et des ressources humaines;156;8;22;Cotisations et contributions sociales;22 160 767;20 903 670;22 160 767;20 903 670
Gestion des finances publiques et des ressources humaines;156;8;23;Prestations sociales et allocations diverses;153 636;133 783;153 636;133 783
Gestion des finances publiques et des ressources humaines;156;8;31;Dépenses de fonctionnement autres que celles de personnel;463 000;346 000;374 000;262 600
Gestion des finances publiques et des ressources humaines;156;9;21;Rémunérations d’activité;604 260 362;617 102 741;604 260 362;617 102 741
Gestion des finances publiques et des ressources humaines;156;9;22;Cotisations et contributions sociales;390 950 877;401 464 578;390 950 877;401 464 578
Gestion des finances publiques et des ressources humaines;156;9;23;Prestations sociales et allocations diverses;2 710 380;2 569 388;2 710 380;2 569 388
Gestion des finances publiques et des ressources humaines;156;9;31;Dépenses de fonctionnement autres que celles de personnel;1 000 897 372;940 505 734;851 466 389;875 948 134
Gestion des finances publiques et des ressources humaines;156;9;51;Dépenses pour immobilisations corporelles de l’État;23 169 584;35 521 000;17 389 832;38 400 000
Gestion des finances publiques et des ressources humaines;156;9;52;Dépenses pour immobilisations incorporelles de l’État;2 070 416;778 000;3 150 168;1 400 000
Gestion des finances publiques et des ressources humaines;156;9;64;Transferts aux autres collectivités;350 000;340 000;350 000;340 000
Gestion des finances publiques et des ressources humaines;218;1;21;Rémunérations d’activité;94 710 141;93 074 352;94 710 141;93 074 352
Gestion des finances publiques et des ressources humaines;218;1;22;Cotisations et contributions sociales;62 939 257;49 333 446;62 939 257;49 333 446
Gestion des finances publiques et des ressources humaines;218;1;23;Prestations sociales et allocations diverses;2 629 635;2 793 856;2 629 635;2 793 856
Gestion des finances publiques et des ressources humaines;218;1;31;Dépenses de fonctionnement autres que celles de personnel;150 660 100;156 480 000;150 665 002;156 490 000
Gestion des finances publiques et des ressources humaines;218;1;51;Dépenses pour immobilisations corporelles de l’État;2 135 576;2 000 000;2 135 645;2 000 000
Gestion des finances publiques et des ressources humaines;218;1;71;Prêts et avances;298 892;300 000;298 892;300 000
Gestion des finances publiques et des ressources humaines;218;2;21;Rémunérations d’activité;39 209 951;45 418 211;39 209 951;45 418 211
Gestion des finances publiques et des ressources humaines;218;2;22;Cotisations et contributions sociales;26 056 821;23 573 675;26 056 821;23 573 675
Gestion des finances publiques et des ressources humaines;218;2;23;Prestations sociales et allocations diverses;1 088 667;1 249 004;1 088 667;1 249 004
Gestion des finances publiques et des ressources humaines;218;2;31;Dépenses de fonctionnement autres que celles de personnel;3 275 712;4 870 000;3 275 818;3 470 000
Gestion des finances publiques et des ressources humaines;218;2;64;Transferts aux autres collectivités;2 000;;2 000;
Gestion des finances publiques et des ressources humaines;218;5;21;Rémunérations d’activité;122 142 412;99 647 035;122 142 412;99 647 035
Gestion des finances publiques et des ressources humaines;218;5;22;Cotisations et contributions sociales;81 169 265;98 601 190;81 169 265;98 601 190
Gestion des finances publiques et des ressources humaines;218;5;23;Prestations sociales et allocations diverses;3 391 294;2 948 163;3 391 294;2 948 163
Gestion des finances publiques et des ressources humaines;218;5;31;Dépenses de fonctionnement autres que celles de personnel;231 646 059;200 579 222;236 669 640;221 957 984
Gestion des finances publiques et des ressources humaines;218;5;51;Dépenses pour immobilisations corporelles de l’État;1 892 984;16 985 000;3 287 921;9 699 000
Gestion des finances publiques et des ressources humaines;218;5;62;Transferts aux entreprises;14 536 823;;14 537 307;
Gestion des finances publiques et des ressources humaines;218;5;64;Transferts aux autres collectivités;350 000;300 000;350 000;300 000
