"Mission";"Programme";"Action";"Catégorie_code";"Catégorie";"AEPLF";"CPPLF";"Type_budget";"Année"
"Gestion des finances publiques et des ressources humaines";218;5;62;"Transferts aux entreprises";NA;NA;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;5;64;"Transferts aux autres collectivités";300000;300000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;7;21;"Rémunérations d’activité";53769465;53769465;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;7;22;"Cotisations et contributions sociales";27634152;27634152;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;7;23;"Prestations sociales et allocations diverses";1425133;1425133;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;7;31;"Dépenses de fonctionnement autres que celles de personnel";61594000;65966268;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";218;7;51;"Dépenses pour immobilisations corporelles de l’État";42726000;44253732;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;1;21;"Rémunérations d’activité";284824221;284824221;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;1;22;"Cotisations et contributions sociales";175598820;175598820;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;1;23;"Prestations sociales et allocations diverses";1562584;1562584;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;1;31;"Dépenses de fonctionnement autres que celles de personnel";56665302;56478924;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;1;51;"Dépenses pour immobilisations corporelles de l’État";12418000;11480000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;1;52;"Dépenses pour immobilisations incorporelles de l’État";NA;NA;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;3;21;"Rémunérations d’activité";85513616;85513616;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;3;22;"Cotisations et contributions sociales";52956483;52956483;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;3;23;"Prestations sociales et allocations diverses";195877;195877;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;3;31;"Dépenses de fonctionnement autres que celles de personnel";30395447;30511685;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;3;51;"Dépenses pour immobilisations corporelles de l’État";25843764;31002940;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;4;21;"Rémunérations d’activité";144328303;144328303;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;4;22;"Cotisations et contributions sociales";88591456;88591456;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;4;23;"Prestations sociales et allocations diverses";520082;520082;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;4;31;"Dépenses de fonctionnement autres que celles de personnel";21283504;21203438;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;4;52;"Dépenses pour immobilisations incorporelles de l’État";10006600;11245400;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;5;21;"Rémunérations d’activité";92706872;92706872;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;5;22;"Cotisations et contributions sociales";55507443;55507443;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;5;23;"Prestations sociales et allocations diverses";233709;233709;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;5;31;"Dépenses de fonctionnement autres que celles de personnel";13295766;13248736;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;5;52;"Dépenses pour immobilisations incorporelles de l’État";4030000;3985714;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;5;61;"Transferts aux ménages";8800000;8800000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;5;62;"Transferts aux entreprises";87308000;87308000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;6;21;"Rémunérations d’activité";148367999;148367999;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;6;22;"Cotisations et contributions sociales";91059135;91059135;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;6;23;"Prestations sociales et allocations diverses";542348;542348;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;6;31;"Dépenses de fonctionnement autres que celles de personnel";54691409;52678411;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;6;51;"Dépenses pour immobilisations corporelles de l’État";2959000;4684000;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;6;52;"Dépenses pour immobilisations incorporelles de l’État";7845000;7833625;"Budget général";2018
"Gestion des finances publiques et des ressources humaines";302;6;64;"Transferts aux autres collectivités";1100000;1100000;"Budget général";2018
"Immigration, asile et intégration";104;11;32;"Subventions pour charges de service public";180931000;180931000;"Budget général";2018
"Immigration, asile et intégration";104;11;61;"Transferts aux ménages";10500000;10500000;"Budget général";2018
"Immigration, asile et intégration";104;11;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Immigration, asile et intégration";104;12;63;"Transferts aux collectivités territoriales";1500000;1500000;"Budget général";2018
"Immigration, asile et intégration";104;12;64;"Transferts aux autres collectivités";36931000;36931000;"Budget général";2018
"Immigration, asile et intégration";104;14;31;"Dépenses de fonctionnement autres que celles de personnel";1069222;1029767;"Budget général";2018
"Immigration, asile et intégration";104;15;61;"Transferts aux ménages";130000;130000;"Budget général";2018
"Immigration, asile et intégration";104;15;64;"Transferts aux autres collectivités";43030100;43030100;"Budget général";2018
"Immigration, asile et intégration";104;16;62;"Transferts aux entreprises";2500000;2500000;"Budget général";2018
"Immigration, asile et intégration";104;16;64;"Transferts aux autres collectivités";6038000;6038000;"Budget général";2018
"Immigration, asile et intégration";303;1;31;"Dépenses de fonctionnement autres que celles de personnel";520000;520000;"Budget général";2018
"Immigration, asile et intégration";303;2;31;"Dépenses de fonctionnement autres que celles de personnel";NA;NA;"Budget général";2018
"Immigration, asile et intégration";303;2;32;"Subventions pour charges de service public";69976340;69976340;"Budget général";2018
"Immigration, asile et intégration";303;2;61;"Transferts aux ménages";318103993;318103993;"Budget général";2018
"Immigration, asile et intégration";303;2;62;"Transferts aux entreprises";NA;NA;"Budget général";2018
"Immigration, asile et intégration";303;2;63;"Transferts aux collectivités territoriales";NA;NA;"Budget général";2018
"Immigration, asile et intégration";303;2;64;"Transferts aux autres collectivités";564935128;597372496;"Budget général";2018
"Immigration, asile et intégration";303;3;31;"Dépenses de fonctionnement autres que celles de personnel";55418190;56387100;"Budget général";2018
"Immigration, asile et intégration";303;3;51;"Dépenses pour immobilisations corporelles de l’État";5100000;5300000;"Budget général";2018
"Immigration, asile et intégration";303;3;62;"Transferts aux entreprises";NA;NA;"Budget général";2018
"Immigration, asile et intégration";303;3;64;"Transferts aux autres collectivités";22107810;21138900;"Budget général";2018
"Immigration, asile et intégration";303;4;31;"Dépenses de fonctionnement autres que celles de personnel";19527961;17417961;"Budget général";2018
"Immigration, asile et intégration";303;4;51;"Dépenses pour immobilisations corporelles de l’État";NA;NA;"Budget général";2018
"Immigration, asile et intégration";303;4;52;"Dépenses pour immobilisations incorporelles de l’État";14100000;14340000;"Budget général";2018
"Immigration, asile et intégration";303;4;64;"Transferts aux autres collectivités";NA;NA;"Budget général";2018
"Investissements d'avenir";421;1;64;"Transferts aux autres collectivités";0;12500000;"Budget général";2018
"Investissements d'avenir";421;2;64;"Transferts aux autres collectivités";0;20000000;"Budget général";2018
"Investissements d'avenir";421;3;64;"Transferts aux autres collectivités";0;NA;"Budget général";2018
"Investissements d'avenir";421;4;64;"Transferts aux autres collectivités";0;10000000;"Budget général";2018
"Investissements d'avenir";421;5;64;"Transferts aux autres collectivités";0;20000000;"Budget général";2018
"Investissements d'avenir";421;6;31;"Dépenses de fonctionnement autres que celles de personnel";0;50000000;"Budget général";2018
"Investissements d'avenir";421;7;63;"Transferts aux collectivités territoriales";0;20000000;"Budget général";2018
"Investissements d'avenir";421;7;64;"Transferts aux autres collectivités";0;10000000;"Budget général";2018
"Investissements d'avenir";422;1;31;"Dépenses de fonctionnement autres que celles de personnel";0;0;"Budget général";2018
"Investissements d'avenir";422;1;62;"Transferts aux entreprises";0;10000000;"Budget général";2018
"Investissements d'avenir";422;2;31;"Dépenses de fonctionnement autres que celles de personnel";0;100000000;"Budget général";2018
"Investissements d'avenir";422;3;31;"Dépenses de fonctionnement autres que celles de personnel";0;50000000;"Budget général";2018
"Investissements d'avenir";422;3;62;"Transferts aux entreprises";0;20000000;"Budget général";2018
"Investissements d'avenir";422;3;71;"Prêts et avances";0;0;"Budget général";2018
"Investissements d'avenir";422;4;64;"Transferts aux autres collectivités";0;10000000;"Budget général";2018
"Investissements d'avenir";422;5;62;"Transferts aux entreprises";0;37000000;"Budget général";2018
"Investissements d'avenir";422;5;71;"Prêts et avances";0;0;"Budget général";2018
"Investissements d'avenir";423;1;62;"Transferts aux entreprises";0;30000000;"Budget général";2018
